Author,Rating,Review,Restaurant,Location,Label,Language
Ismail Zailani,1, Kami pergi selepas 45 minit. tidak disajikan dengan hidangan berbuka puasa (buka puasa). Tidak dapat dipercayai. Tidak mengharapkan perkhidmatan yang begitu teruk pada lawatan pertama kami ke Nirawan9. Memikirkan dua kali tentang kembali. Sila perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki. Tolong perbaiki,Nirawan9 Royal Thai Cuisine,Kuching,Negative,Malay
Robert Vun,4, Makanan sedap makanan sedap.,Old Rex Cucur Udang Cafe,Kuching,Positive,Malay
ชัชฎา ศิรชัยชาญ,5,"The food is delicious, the owner of the restaurant is kind, kind and friendly",ChokDee Thai Restaurant,JB,Positive,English
moorgan kriis,1," Perkhidmatan yang buruk, menunggu lama, pesanan yang salah, makanan tidak baik-baik saja tetapi pelayan tidak berkomitmen dengan kesilapan mereka. Saya tidak akan pergi lagi lagi kerana saya tidak dapat memahami apa yang mereka lakukan. Saya tidak akan pergi lagi kerana saya tidak dapat memahami apa yang mereka lakukan.",Healy Mac's Irish Bar,Ipoh,Negative,Malay
Vincent Lim,5,Nice ambiance with 80s-90s songs and friendly owner.The pizzas cooked in brick oven is awesome!,MichelangelO's Pizzeria,Ipoh,Positive,English
David Ling,5,Just try it. You will love it,7 Spice,JB,Positive,English
Andy Gan,5,"nice food, also the staff very friendly.",K Fry Urban Korean Holiday Villa,JB,Positive,English
Peo ple,3,Soup bags are brokenDim sum is pretty goodExpensive,Tasixi Hong Kong Dim Sum,JB,Neutral,English
Wendy Fang,5," Salah satu daripada Hainan Chicken Rice terbaik dan Nyonya Food di sini, harga yang berpatutan. Harga yang berpatutan.",MaMa Taste Café,Melaka,Positive,Malay
Wan Siti Sarah Wan Nizam,1," Asam pedas? : so-so. Ikan itu tidak begitu segar. Perkhidmatan? : kali terakhir saya pergi ke sana, saya rasa seperti saya perlu meminta mereka untuk mengambil pesanan selepas menunggu dan makanan akan tiba selama 40 minit selepas itu. Makanan akan tiba selepas itu, dan makanan akan tiba selepas 40 minit. Ini adalah kali terakhir saya pergi ke sana, dan saya rasa saya perlu meminta mereka untuk mengambil pesanan selepas menunggu. Makanan akan tiba selepas itu, dan makanan akan tiba selepas 40 minit.",Asam Pedas Claypot 2 Restoran Kota Laksamana,Melaka,Negative,Malay
Sirius Seet,3,"The food is good but the price is a bit too expensive.Recommended lemongrass chicken tastes quite good, the rice noodles are not to my appetite, and the pan-fried buns are ordinary, but I have never tried it.","HoMinSan 好面善 @ Paradigm Mall, Johor",JB,Neutral,English
Winnie 秀郡 Chu,5, Makanan di sini sangat sedap 😋😋😋 Awesome tempat untuk bersantai 😋😋 Awesome tempat untuk bersantai 😋😋,Caribbi Seafood Village,Melaka,Positive,Malay
Charles Tan,4,Nice ambiance and food is above average. Must try their steaks especially their tenderlion. Very delicious but a bit pricey. But worth it.,George & Dragon Cafe Sdn. Bhd.,JB,Positive,English
Jason Tham,5,I like siewmai here,Sun Kok Kee Restaurant,Ipoh,Positive,English
Treemore Plant,4,Good atmosphere and food,Yaoki Japanese Foods Sdn. Bhd.,JB,Positive,English
YukiThor (Thor),4,nice food but on the expensive side.,Chakra Restaurant,JB,Positive,English
Suraya Shuhaimi,5, Sedap gila! Saya melihat iklan di dekat Instagram dan terus membuat pesanan. 🤣 akan berulang lagi! Mahal! Satu burger boleh berkongsi 3 orang. Air dan kopi coklat juga hebat! Perkhidmatan yang baik. Saya suka dan suka. 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,LAZY MONDAY,JB,Positive,Malay
Kenneth Ong,5,Bean sprouts and octopus is a must try,Ipoh Tuck Kee Restaurant 德记炒粉专门店,Ipoh,Positive,English
Rasheffa Rashid,5," Kopi yang hebat... durian crepe yang hebat... kakitangan yang ramah. Terima kasih kawan-kawan... ia hebat! Suami saya, Dr. Feroz, menikmati dan tersenyum sampai ke telinga... dan dia tersenyum sampai ke telinga... suami saya, Fieroz, menikmati dan tersenyum sampai ke telinga... dan dia tersenyum sampai ke telinga... dan dia tersenyum sampai ke telinga...",Noah Art Cafe,Melaka,Positive,Malay
Lai Mehili,4,"If you hapeen to be in Kuching, DON,T ever miss this coffee shop.",Mi Sapi / Mi Kolok Haji Salleh @ Sepinang Sari,Kuching,Positive,English
Dzof Azmi,5,Fish head curry. Tandoori chicken. 'Nuff said.,Pakeeza Restaurant & Catering,Ipoh,Positive,English
Oka Giling,5,Great tasting bakut teh with wide selections of side dishes. Relatively inexpensive. Highly recommended if you come to johor bahru.,Restaurant Shoon Huat,JB,Positive,English
Romie Francis,4," Jika saya berada di Wisma Saberkas dan bersama keluarga, ini adalah tempat saya pergi makan tengahari. Semasa lawatan saya baru-baru ini, hampir penuh rumah, nasib baik kami kelihatan seperti pelanggan pertama pada hari itu. Mungkin perlu menunggu lebih lama untuk makanan (hadir, mungkin perlu menunggu lebih lama untuk makanan). Mungkin perlu menunggu lebih lama untuk makanan (hadir, mungkin perlu menunggu lebih lama untuk makanan). Mungkin perlu menunggu lebih lama untuk makanan (hadir, mungkin perlu menunggu lebih lama untuk makanan). Mungkin perlu menunggu lebih lama untuk makanan (hadir, mungkin perlu menunggu lebih lama untuk makanan). Mungkin perlu menunggu lebih lama untuk makanan (hadir, mungkin perlu menunggu lebih lama untuk makanan). Jika tidak, mungkin perlu menunggu lebih lama untuk makanan (hadir, mungkin perlu menunggu lebih lama untuk makanan).",Hong Kong Noodle House,Kuching,Positive,Malay
Michelle Michelle,5, Makanan di sana sedap dan sedap. Makanan di sana sangat sedap dan sedap.,Warung Pokok Cherry,JB,Positive,Malay
Johnny Lai,3,Expensive japanese food with average standard.,Nijyumaru Japanese Restaurant (Sutera Utama),JB,Neutral,English
Han Solo,5,"Had my anniversary with my wife here , the place was so authentic, the food was superb , the curry was excellent , the lamb , gawddd ! So soft and tender , must try for curry and indian food lover ❤️ the staff also very nice and friendly, help taking my photo with wife after the meal 🙆",The King's Curry,Kuching,Positive,English
PC CHOONG,5,Delicious 👍😋,The Museum,Ipoh,Positive,English
Jerome Ong,1," Carb itu mengerikan, baru saja merasa seperti sekarang seperti sekarang. Baru saja merasa seperti sekarang.",Restoran Yeo Sekeluarga,JB,Negative,Malay
Ahmad Syahid,4," Alam sekitar yang indah, makanan yang sedap, harga berpatutan & pelayan yang mesra. Sesuai untuk berkumpul dengan rakan-rakan anda. Senang untuk bergaul dengan rakan-rakan anda.",Burps & Giggles,Ipoh,Positive,Malay
Debbie Ng,5,Good authentic nonya homecooking at reasonable prices.,SamFu Restaurant,Melaka,Positive,English
Low Lee Ling,4,The food comes in set with choices of fish for the asam pedas. I had roti canai with ikan pari. Spicy but tasty. The asam here is less asam but more to salty. Not sure if this is Melaka asam pedas authentic taste cos the one i tasted elsewhere has a more balance flavour. I enjoyed it though,Asam Pedas Claypot 2 Restoran Kota Laksamana,Melaka,Positive,English
Krystal Chew,5,"平！靓！正！ Fried fish only RM30, worth it.",Seng Steam Fish Restaurant,JB,Positive,English
qayyimah mfarid,4, Perkhidmatan perkhidmatan yang cemerlang adalah perkhidmatan terbaik yang menyediakan perkhidmatan terbaik untuk pelanggan.,Padi House Greentown Ipoh,Ipoh,Positive,Malay
Bong Irene,4,Attractive decoration 👍👍👍 nice food,Feast & Furious,Kuching,Positive,English
David Tay,5," Atmosphere menjualnya. Ia bersih dan tidak berminyak, makanan juga sedap (cili cili sangat sedap). Harga pun ok tapi berbaloi untuk suasana. Harga pun ok tapi berbaloi untuk ambience. Harga pun ok tapi berbaloi untuk ambience. Harga pun ok tapi berbaloi untuk ambience. Harga pun ok tapi berbaloi untuk ambience. Harga pun ok tapi berbaloi untuk ambience. Harga pun ok tapi berbaloi untuk ambience. Harga pun ok tapi berbaloi untuk ambience. Harga pun ok tapi berbaloi untuk ambience. Harga pun ok tapi berbaloi untuk ambience.",Zhun San Yen Vegetarian,Kuching,Positive,Malay
Chai Wei Song,1," Order lima hidangan kepada tiga, dan dua lagi perlu menunggu lebih dari setengah jam. Apa ini operasi? Selepas makan tiga hidangan, saya perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak begitu baik kerana tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak begitu baik kerana tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak begitu baik kerana tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak begitu baik kerana tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak begitu baik kerana ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk. Ia tidak perlu menunggu dua hidangan keluar dan nasi sejuk.",Restaurant Lee Swee Meng,Melaka,Negative,Malay
GS Lee,5, Tempat yang baik untuk pergi makan dan minum bersama keluarga dan rakan-rakan. Tempat yang baik untuk pergi makan dan minum bersama keluarga dan rakan-rakan.,"The Container Cafe, Kuching",Kuching,Positive,Malay
Lee Heng Lye Jerry,4,"The waiters there are all so charming. If you tip them , you will feel the warmth. Nice food. Very personal.",It Roo Cafe,JB,Positive,English
Jessica Ng,4, Sebuah restoran terbuka yang baik yang menawarkan masakan tempatan yang sedap dengan harga yang berpatutan. Ia sangat sedap dan sedap.,Kedai Makanan Hook Sang,JB,Positive,Malay
KOMONC3NT 5880,4," Rasa baik. Suasana yang hebat, kakitangan yang hebat. Sangat cantik.",Sushi Zanmai Vivacity Megamall,Kuching,Positive,Malay
janarthanan.j krishna,4, Masakan yang sangat sempurna dalam masakan tradisional India oleh Byryani... sungguh sempurna...,Kannaa's Bamboo Masalla Briyani,Ipoh,Positive,Malay
fengdian feng,4,I will buy a few after passing by Cestbon,Ayam Garam Aun Kheng Lim (Main Branch),Ipoh,Positive,English
Clara Ho,5,Great chicken chop! Have been coming here for many years and it has served comforting food.,It Roo Cafe,JB,Positive,English
Edwin Chuah,5,"Good service, good food! really satisfied and would definitely be back for good seafood. 😁 - 3/12/21",Monterios Portuguese Seafood Stall,Melaka,Positive,English
Dafne Kiyui,4,Slow service at peak hours but the menu has a lot of tasty food to offer,Sanga Japanese Food,Kuching,Positive,English
Stanley Shang,5,Nice place nice food,Sushi Zanmai Vivacity Megamall,Kuching,Positive,English
"Jin Hui , Patrick Tan",3," Ikan Asam yang dipesan, nenas udang dan udang petai, makanannya agak biasa-biasa saja tetapi pai tee telah keluar dari dunia ini, makanan yang sangat 5 bintang.",Amy Heritage Nyonya Cuisine,Melaka,Neutral,Malay
Gerry Danen,5,"Great food, great service. Nice ambiance but a bit noisy.",Durbar at FMS,Ipoh,Positive,English
ilham mohd,5,Good & delicious....,Restoran Kacang Pool Haji,JB,Positive,English
itsammarmusa,4,The food is good but it's a little bit pricey compare to the old one.,Restoran Agus,JB,Positive,English
Nurul Fitrah,1,The shop is very dirty..keep it clean,Warung Pokok Cherry,JB,Negative,English
l yeo,5,Great food and atmosphere. Love the live sape music...,Lepau Restaurant,Kuching,Positive,English
Spencer Mcpaul,3,"Good place to have dinner with family, place crowded and price is good based on food that we purchase",Topspot Food Court,Kuching,Neutral,English
Rodney Lim,1,"Slow  ,now enough people to anttend",Jeju KOREA BBQ Restaurant,JB,Negative,English
MALAYSIAN BOY,4,Food was so good .. affordable price.. parking lot a bit far and so traffic....,Kannaa's Bamboo Masalla Briyani,Ipoh,Positive,English
Aaron,4," Apa yang menyerlahkan Tahun Baru Cina adalah restoran-restoran yang luar biasa. Masih menyajikan hidangan ikonik, ia mencerminkan kualiti, dan dedikasi yang diberikan oleh orang-orang ini ke dalam makanan mereka. Sedap! Sedap! Sedap! Sedap! Sedap! Sedap! Sedap! Sedap!",East Ocean Seafood Restaurant Menglembu,Ipoh,Positive,Malay
L Y See,2,We waited for everything. The whole experience took us about 3 hours. Sorry to say we didn't think the food was worth the wait,Bulldog Malacca,Melaka,Negative,English
Ask Red Mi,1,Stingy to give the source and causing the food not as good as last time further the price charged is high. The old lady boss is not friendly enough who always showing angry face.,Lao Tee Kue Teow 大丰老弟,JB,Negative,English
GS Lee,5,A good place to go for a meal.,Al Dente,Kuching,Positive,English
Nuha,5,One of classic modern mall in Kuching. My kids enjoy the free indoor playground which they spent most of their time playing with other kids.,The Spring,Kuching,Positive,English
Nadea Abdul khalek,5," Perkhidmatan adalah cepat dan mesra. Naan cheese sedap. Nak cuba briyani nanti, nak cuba briyani. Nak cuba briyani nanti. Nak cuba briyani nanti. Nak cuba briyani. Nanti nak cuba briyani.",Ceylonese Restaurant Sdn Bhd,Kuching,Positive,Malay
Kahmeng Wong,5, Tempat makan yang menyeronokkan untuk dining. Tempat makan yang menyeronokkan untuk dining.,STG Tea House Cafe,Ipoh,Positive,Malay
Kai Lun Sim,5,Still one of the best Laksa and wedding buns to be had in Kuching,Choon Hui Cafe,Kuching,Positive,English
shful rizam,5,😉😉,7 Spice,JB,Positive,English
Chris Khik,1,"small portions, mediocre taste and overpriced. Not worth it,please dont bother",Burps & Giggles,Ipoh,Negative,English
Iman Arzman,5,Good place. Good food.,My Village Barok,Kuching,Positive,English
Shaw Chuan Teh,5,Nice environment for gathering,Euro House,Ipoh,Positive,English
Zoe Goh,5,Definitely will come back again! Love satay & fishball noodle soup! Yummy! The best of the best! Is a Must when visit Kuching city!,Lau Ya Keng Foodcourt 阳春台茶室,Kuching,Positive,English
Richard Chee,5, The Sambal Udang memang hebat betul. Sambal Udang memang sedap.,Manis J Nyonya Restaurant,Melaka,Positive,Malay
Irwan Saad,5, The best cheeseburger in Melaka!!,LeQUE Steak & Smoked House,Melaka,Positive,Malay
Sue Beker,5,"Want to know names history, must come Malacca n don't miss to visit here",Mamee Jonker House,Melaka,Positive,English
Tan Jia Xuan,5,"My favourite dinner place, love the ikan bawal penyet and environment here. Staffs are also friendly.",Restoran LC Catering Sdn Bhd,JB,Positive,English
Rookie SkyDuc,3,Nice food and good service,Restoran Mee Rebus Ramli @ Taman Tasek Jaya,Ipoh,Neutral,English
Nik Fikri,4,Good food and efficient service,Tandoor Grill,Ipoh,Positive,English
Plamen Todorov,5,Great place and good food! Definitely worth the visit! The waiter explained everything very well to us!,Manis J Nyonya Restaurant,Melaka,Positive,English
Bastien Durand Bailloud,3," Tempat yang tenang dan menyenangkan, bar cafe asal Terlalu mahal, mahal sangat. Terlalu mahal. Terlalu mahal. Terlalu mahal.",Kaya Kaya Cafe,Melaka,Neutral,Malay
Nick Loong,3,"Food is ok. But service is on the slow side of things. And they served an undercooked dim sum dish which upon my complaint, was quickly taken care of. Nothing special and very pricey!",New Hong Kong Restaurant (JB) 新香港,JB,Neutral,English
Enn Man,5,Good place to eat fresh all kind of food.,Topspot Food Court,Kuching,Positive,English
Elvis Lee,5, Tempat terbaik jika anda mencari kek yang sedap😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍�,Tom's,Kuching,Positive,Malay
Yasmine Yussein,3,Friendly staff but didn't give a good explanations to customer.  Taste was just ok with nice deco. Located opposite new hollywood you can order anything on the menu or just pick anything that serve by the waiter. Reasonable price.,Canning Dim Sum,Ipoh,Neutral,English
